onset	duration	trial_type	word	word_index	sentence_id	position_in_sentence	segment	is_lexical	log_freq	log_freq_prev	log_freq_next	word_length	sound_power	ngram_surprisal	rnn_surprisal	cfg_surprisal
64.144000	0.261510	word	into	28	2	6	1	0.000000	13.240000	6.480000	16.960000	0.261510	0.000000	1.938249	2.231433	4.304196
64.360000	0.153755	word	the	29	2	7	1	0.000000	16.960000	13.240000	12.160000	0.153755	0.000000	1.393761	1.179505	3.883794
64.466000	0.393211	word	book	30	2	8	1	1.000000	12.160000	16.960000	13.300000	0.393211	0.000000	0.824340	0.826050	4.402728
64.814000	0.129809	word	her	31	2	9	1	0.000000	13.300000	12.160000	9.750000	0.129809	0.000000	8.422284	7.757932	7.681337
64.898000	0.441102	word	sister	32	2	10	1	1.000000	9.750000	13.300000	14.560000	0.441102	0.000000	0.416480	0.497411	3.417530
65.292000	0.297429	word	was	33	2	11	1	0.000000	14.560000	9.750000	11.540000	0.297429	0.000000	3.237820	2.986597	1.919236
65.544000	0.500966	word	reading	34	2	12	1	1.000000	11.540000	14.560000	14.570000	0.500966	0.000000	3.645285	3.793898	4.676619
66.394000	0.161518	word	but	35	2	13	1	0.000000	14.570000	11.540000	15.370000	0.161518	0.000000	4.181344	4.644046	8.917348
66.510000	0.134019	word	it	36	2	14	1	0.000000	15.370000	14.570000	13.530000	0.134019	0.000000	3.043345	2.359865	1.709410
66.598000	0.321374	word	had	37	2	15	1	0.000000	13.530000	15.370000	13.960000	0.321374	0.000000	0.980686	1.766234	1.468346
66.874000	0.177701	word	no	38	2	16	1	0.000000	13.960000	13.530000	10.460000	0.177701	0.000000	2.991921	2.675752	4.306048
67.006000	0.552408	word	pictures	39	2	17	1	1.000000	10.460000	13.960000	14.780000	0.552408	0.000000	5.255191	4.479636	5.430815
67.512000	0.151003	word	or	40	2	18	1	0.000000	14.780000	10.460000	8.440000	0.151003	0.000000	3.658539	3.265280	8.659312
67.616000	0.895471	word	conversations	41	2	19	1	1.000000	8.440000	14.780000	15.900000	0.895471	0.000000	1.987503	5.864180	5.079724
68.466000	0.176559	word	in	42	2	20	1	0.000000	15.900000	8.440000	15.370000	0.176559	0.000000	2.323373	2.711737	2.196947
68.596000	0.247256	word	it	43	2	21	1	0.000000	15.370000	15.900000	16.190000	0.247256	0.000000	2.230924	2.019348	1.684899
69.360000	0.212255	word	and	44	2	22	1	0.000000	16.190000	15.370000	14.100000	0.212255	0.000000	3.973425	4.785309	8.738637
69.526000	0.212777	word	what	45	2	23	1	0.000000	14.100000	16.190000	15.680000	0.212777	0.000000	7.307112	6.171358	4.561623
69.694000	0.162148	word	s	46	2	24	1	0.000000	15.680000	14.100000	16.960000	0.162148	0.000000	0.779052	4.874016	3.825143
69.810000	0.226160	word	the	47	2	25	1	0.000000	16.960000	15.680000	13.430000	0.226160	0.000000	1.955639	2.458620	4.111168
69.990000	0.365519	word	use	48	2	26	1	1.000000	13.430000	16.960000	16.210000	0.365519	0.000000	0.941321	1.202240	3.651082
70.310000	0.141782	word	of	49	2	27	1	0.000000	16.210000	13.430000	16.180000	0.141782	0.000000	1.877723	2.010192	2.155842
70.406000	0.257802	word	a	50	2	28	1	0.000000	16.180000	16.210000	12.160000	0.257802	0.000000	1.551038	1.511374	3.783791
70.618000	0.442679	word	book	51	2	29	1	1.000000	12.160000	16.180000	12.070000	0.442679	0.000000	0.824340	0.849273	3.239261
71.014000	0.462419	word	thought	52	3	1	1	1.000000	12.070000	12.160000	8.650000	0.462419	0.000000	6.377570	6.929198	3.414765
71.430000	0.431012	word	Alice	53	3	2	1	1.000000	8.650000	12.070000	12.450000	0.431012	0.000000	5.814072	5.095413	3.441558
71.816000	0.381427	word	without	54	3	3	1	0.000000	12.450000	8.650000	10.460000	0.381427	0.000000	1.795419	3.325289	2.282073
72.150000	0.587502	word	pictures	55	3	4	1	1.000000	10.460000	12.450000	14.780000	0.587502	0.000000	6.167259	4.999121	4.737181
72.692000	0.203505	word	or	56	3	5	1	0.000000	14.780000	10.460000	8.440000	0.203505	0.000000	2.389715	3.287261	8.682440
72.850000	1.055197	word	conversation	57	3	6	1	1.000000	8.440000	14.780000	14.050000	1.055197	0.000000	1.987503	5.828036	4.534490
75.110000	0.241422	word	So	58	4	1	1	0.000000	14.050000	8.440000	13.100000	0.241422	0.000000	3.941534	4.799170	4.244906
75.304000	0.250173	word	she	59	4	2	1	0.000000	13.100000	14.050000	14.560000	0.250173	0.000000	1.407434	1.558386	0.329808
75.510000	0.294019	word	was	60	4	3	1	0.000000	14.560000	13.100000	10.290000	0.294019	0.000000	1.219912	1.380405	1.287041
75.758000	0.800286	word	considering	61	4	4	1	1.000000	10.290000	14.560000	15.900000	0.800286	0.012323	3.802445	3.806686	5.501232
76.512000	0.141782	word	in	62	4	5	1	0.000000	15.900000	10.290000	13.300000	0.141782	0.000170	1.933425	2.078577	5.023746
76.608000	0.291434	word	her	63	4	6	1	0.000000	13.300000	15.900000	12.560000	0.291434	0.012918	3.099475	3.789882	7.629038
76.852000	0.279478	word	own	64	4	7	1	0.000000	12.560000	13.300000	11.780000	0.279478	0.001760	3.476232	3.984619	4.586452
77.086000	0.417156	word	mind	65	4	8	1	1.000000	11.780000	12.560000	14.790000	0.417156	0.006060	0.601837	0.801817	4.315030
77.748000	0.293987	word	as	66	4	9	1	0.000000	14.790000	11.780000	13.220000	0.293987	0.014015	4.209647	4.585672	3.150811
77.996000	0.274187	word	well	67	4	10	1	0.000000	13.220000	14.790000	14.790000	0.274187	0.001558	2.948975	2.922925	3.602697
78.224000	0.141078	word	as	68	4	11	1	n/a	14.790000	13.220000	13.100000	0.141078	0.006255	1.917284	3.041963	3.504291
78.320000	0.237564	word	she	69	4	12	1	0.000000	13.100000	14.790000	13.210000	0.237564	0.005864	1.663449	1.841941	2.019423
78.510000	0.500966	word	could	70	4	13	1	0.000000	13.210000	13.100000	15.420000	0.500966	0.000053	3.150307	3.084354	4.069020
78.966000	0.177263	word	for	71	4	14	1	0.000000	15.420000	13.210000	16.960000	0.177263	0.015868	5.974886	5.128348	3.160379
79.098000	0.130248	word	the	72	4	15	1	0.000000	16.960000	15.420000	10.850000	0.130248	0.008186	1.602774	1.447128	4.748859
79.182000	0.345319	word	hot	73	4	16	1	1.000000	10.850000	16.960000	12.380000	0.345319	0.020678	2.414520	2.499491	4.457873
79.480000	0.309402	word	day	74	4	17	1	1.000000	12.380000	10.850000	12.510000	0.309402	0.001269	0.515633	0.805001	4.138033
79.744000	0.249537	word	made	75	4	18	1	1.000000	12.510000	12.380000	13.300000	0.249537	0.003544	3.256945	3.275196	1.604565
79.948000	0.164633	word	her	76	4	19	1	0.000000	13.300000	12.510000	12.000000	0.164633	0.001698	4.967213	4.034877	1.999611
80.066000	0.298524	word	feel	77	4	20	1	1.000000	12.000000	13.300000	13.280000	0.298524	0.008225	3.667342	2.578881	2.379691
80.318000	0.369265	word	very	78	4	21	1	1.000000	13.280000	12.000000	7.090000	0.369265	0.000013	2.290951	2.322471	3.710821
80.642000	0.528141	word	sleepy	79	4	22	1	1.000000	7.090000	13.280000	16.190000	0.528141	0.001098	3.112952	3.599543	4.837428
81.124000	0.185605	word	and	80	4	23	1	0.000000	16.190000	7.090000	10.720000	0.185605	0.005671	3.085978	4.279476	8.852300
81.264000	0.657451	word	stupid	81	4	24	1	1.000000	10.720000	16.190000	11.630000	0.657451	0.000012	2.290951	4.606051	4.842486
82.462000	0.309401	word	whether	82	4	25	1	0.000000	11.630000	10.720000	16.960000	0.309401	0.000001	2.130728	3.196766	2.452164
82.726000	0.217849	word	the	83	4	26	1	0.000000	16.960000	11.630000	9.730000	0.217849	0.000003	2.050686	1.677213	4.673726
82.898000	0.508709	word	pleasure	84	4	27	1	1.000000	9.730000	16.960000	16.210000	0.508709	0.002649	0.824340	0.805339	4.322545
83.360000	0.153755	word	of	85	4	28	1	0.000000	16.210000	9.730000	11.690000	0.153755	0.009104	1.877723	2.130645	2.129905
83.468000	0.417157	word	making	86	4	29	1	1.000000	11.690000	16.210000	16.180000	0.417157	0.003573	4.029100	4.565502	3.664783
83.838000	0.166563	word	a	87	4	30	1	0.000000	16.180000	11.690000	7.190000	0.166563	0.000003	2.975448	2.839602	4.427021
83.960000	0.488158	word	daisy	88	4	31	1	1.000000	7.190000	16.180000	10.060000	0.488158	0.008146	0.824566	1.111767	4.382480
84.402000	0.417156	word	chain	89	4	32	1	1.000000	10.060000	7.190000	14.060000	0.417156	0.001066	0.000000	0.000000	0.000000
84.880000	0.225592	word	would	90	4	33	1	0.000000	14.060000	10.060000	14.950000	0.225592	0.001893	6.470684	6.883959	4.352429
85.060000	0.177701	word	be	91	4	34	1	0.000000	14.950000	14.060000	11.310000	0.177701	0.006054	0.345397	0.901643	2.819021
85.192000	0.309401	word	worth	92	4	35	1	1.000000	11.310000	14.950000	16.960000	0.309401	0.000066	4.393748	4.958744	4.900642
85.456000	0.132941	word	the	93	4	36	1	0.000000	16.960000	11.310000	10.810000	0.132941	0.001742	4.576786	5.037035	4.682054
85.542000	0.451580	word	trouble	94	4	37	1	1.000000	10.810000	16.960000	16.210000	0.451580	0.000669	2.060336	0.799793	4.419826
85.948000	0.140146	word	of	95	4	38	1	0.000000	16.210000	10.810000	11.990000	0.140146	0.000553	1.877723	2.020470	2.133733
86.042000	0.428028	word	getting	96	4	39	1	1.000000	11.990000	16.210000	13.740000	0.428028	0.000001	4.029100	4.490911	3.613912
86.424000	0.226693	word	up	97	4	40	1	0.000000	13.740000	11.990000	16.190000	0.226693	0.000118	3.975451	5.431393	6.522897
86.604000	0.201625	word	and	98	4	41	1	0.000000	16.190000	13.740000	9.070000	0.201625	0.000495	3.416470	3.586288	8.646740
86.760000	0.381259	word	picking	99	4	42	1	1.000000	9.070000	16.190000	16.960000	0.381259	0.003424	3.001442	5.318147	3.406075
87.096000	0.120575	word	the	100	4	43	1	0.000000	16.960000	9.070000	5.700000	0.120575	0.000058	4.467827	3.227608	4.455573
87.170000	0.713738	word	daisies	101	4	44	1	1.000000	5.700000	16.960000	13.760000	0.713738	0.013625	3.384214	3.911704	5.412210
88.416000	0.248374	word	when	102	5	1	1	0.000000	13.760000	5.700000	9.960000	0.248374	0.000744	7.001229	6.544628	4.739400
88.618000	0.773628	word	suddenly	103	5	2	1	1.000000	9.960000	13.760000	16.180000	0.773628	0.000919	3.866525	3.245332	2.959804
89.658000	0.162207	word	a	104	5	3	1	0.000000	16.180000	9.960000	11.920000	0.162207	0.003898	2.117347	4.568717	3.424117
89.774000	0.420678	word	White	105	5	4	1	1.000000	11.920000	16.180000	8.660000	0.420678	0.002664	2.782802	2.349302	4.229337
90.148000	0.453074	word	Rabbit	106	5	5	1	1.000000	8.660000	11.920000	14.970000	0.453074	0.017017	1.836020	2.644749	3.976291
90.556000	0.213619	word	with	107	5	6	1	0.000000	14.970000	8.660000	9.480000	0.213619	0.000084	3.776235	4.286461	2.092482
90.724000	0.417157	word	pink	108	5	7	1	1.000000	9.480000	14.970000	10.970000	0.417157	0.016330	4.384214	4.839913	4.347872
91.094000	0.479968	word	eyes	109	5	8	1	1.000000	10.970000	9.480000	10.340000	0.479968	0.000000	1.957499	3.064293	4.784666
91.528000	0.258562	word	ran	110	5	9	1	1.000000	10.340000	10.970000	11.350000	0.258562	0.000102	2.989370	3.411266	1.663687
91.740000	0.453075	word	close	111	5	10	1	1.000000	11.350000	10.340000	14.400000	0.453075	0.000722	4.985251	5.915149	3.825186
92.148000	0.249538	word	by	112	5	11	1	0.000000	14.400000	11.350000	0.000000	0.249538	0.000114	1.693323	1.622397	2.209190
92.352000	0.369265	word	her	113	6	1	1	n/a	0.000000	14.400000	14.090000	0.369265	0.014636	2.421403	2.224637	2.073008
94.052000	0.209756	word	There	114	6	2	1	0.000000	14.090000	0.000000	14.560000	0.209756	0.000000	5.762549	7.546626	4.195579
94.216000	0.217482	word	was	115	6	3	1	0.000000	14.560000	14.090000	11.990000	0.217482	0.000000	0.908335	2.037751	1.357460
94.386000	0.417156	word	nothing	116	6	4	1	1.000000	11.990000	14.560000	14.050000	0.417156	0.000000	2.748676	6.075585	5.016872
94.758000	0.339511	word	so	117	6	5	1	0.000000	14.050000	11.990000	13.280000	0.339511	0.000001	2.586407	3.759912	3.026537
95.052000	0.626503	word	very	118	6	6	1	1.000000	13.280000	14.050000	8.360000	0.626503	0.000001	4.756337	3.650990	5.685544
95.632000	0.770245	word	remarkable	119	6	7	1	1.000000	8.360000	13.280000	14.500000	0.770245	0.017236	5.803176	3.805982	4.472070
96.356000	0.207741	word	in	120	6	8	1	0.000000	14.500000	8.360000	15.480000	0.207741	0.017309	6.301897	3.499712	2.574680
96.518000	0.417157	word	that	121	6	9	1	0.000000	15.480000	14.500000	10.910000	0.417157	0.009940	2.050686	1.673096	4.836630
97.404000	0.268011	word	nor	122	6	10	1	0.000000	10.910000	15.480000	12.850000	0.268011	0.000374	7.130718	7.074213	8.686561
97.626000	0.207118	word	did	123	6	11	1	0.000000	12.850000	10.910000	8.650000	0.207118	0.000001	4.059164	3.071186	1.490111
97.788000	0.453075	word	Alice	124	6	12	1	1.000000	8.650000	12.850000	13.390000	0.453075	0.000129	7.053085	4.156209	3.758673
98.194000	0.237564	word	think	125	6	13	1	1.000000	13.390000	8.650000	15.370000	0.237564	0.008504	8.451483	6.927150	1.988552
98.386000	0.144036	word	it	126	6	14	1	0.000000	15.370000	13.390000	14.050000	0.144036	0.000513	2.133621	3.096919	2.021177
98.484000	0.278676	word	so	127	6	15	1	0.000000	14.050000	15.370000	13.280000	0.278676	0.003805	3.388034	3.688866	2.972325
98.716000	0.385765	word	very	128	6	16	1	1.000000	13.280000	14.050000	13.090000	0.385765	0.015229	3.084859	3.903636	5.697356
99.056000	0.357326	word	much	129	6	17	1	1.000000	13.090000	13.280000	13.900000	0.357326	0.007761	4.943959	4.416631	3.293938
99.368000	0.215907	word	out	130	6	18	1	0.000000	13.900000	13.090000	16.210000	0.215907	0.013603	2.615553	3.214540	3.163648
99.538000	0.151433	word	of	131	6	19	1	0.000000	16.210000	13.900000	16.960000	0.151433	0.000659	5.826463	5.467454	2.521791
99.642000	0.141783	word	the	132	6	20	1	0.000000	16.960000	16.210000	13.100000	0.141783	0.018301	1.281550	1.417497	4.935627
99.738000	0.357292	word	way	133	6	21	1	1.000000	13.100000	16.960000	16.350000	0.357292	0.008151	0.824340	0.843843	4.276262
100.050000	0.211716	word	to	134	6	22	1	0.000000	16.350000	13.100000	11.410000	0.211716	0.001670	5.333189	5.549177	3.083298
100.216000	0.215522	word	hear	135	6	23	1	1.000000	11.410000	16.350000	16.960000	0.215522	0.009785	0.661957	0.809293	2.394488
100.386000	0.153755	word	the	136	6	24	1	0.000000	16.960000	11.410000	8.660000	0.153755	0.006948	2.592977	2.578886	4.536655
100.492000	0.394242	word	Rabbit	137	6	25	1	1.000000	8.660000	16.960000	12.790000	0.394242	0.008491	4.344849	2.750996	4.040952
100.842000	0.284425	word	say	138	6	26	1	1.000000	12.790000	8.660000	16.350000	0.284425	0.008252	7.536890	7.621711	2.296682
101.080000	0.238976	word	to	139	6	27	1	0.000000	16.350000	12.790000	11.240000	0.238976	0.005305	5.146630	4.841788	4.131802
101.272000	0.607310	word	itself	140	6	28	1	0.000000	11.240000	16.350000	11.640000	0.607310	0.001040	3.171368	3.121322	2.030221
102.388000	0.175865	word	Oh	141	6	29	1	0.000000	11.640000	11.240000	10.290000	0.175865	0.000002	7.566987	8.866031	6.970479
102.518000	0.426805	word	dear	142	6	30	1	1.000000	10.290000	11.640000	11.640000	0.426805	0.017203	1.059177	7.752421	1.599687
103.234000	0.165728	word	Oh	143	6	31	1	0.000000	11.640000	10.290000	10.290000	0.165728	0.016817	4.669435	7.290447	3.846226
103.354000	0.381238	word	dear	144	6	32	1	1.000000	10.290000	11.640000	15.790000	0.381238	0.018238	3.860678	5.480384	3.547641
103.890000	0.110858	word	I	145	6	33	1	0.000000	15.790000	10.290000	11.000000	0.110858	0.023727	2.088240	1.780255	0.720338
103.956000	0.247245	word	shall	146	6	34	1	0.000000	11.000000	15.790000	14.950000	0.247245	0.001387	2.392818	2.767143	3.988893
104.156000	0.190789	word	be	147	6	35	1	0.000000	14.950000	11.000000	12.870000	0.190789	0.012924	0.778504	0.715590	4.316376
104.302000	0.439986	word	late	149	6	36	1	1.000000	10.920000	12.870000	13.760000	0.439986	0.002708	4.393748	4.913621	5.285720
105.644000	0.166125	word	when	150	6	37	1	0.000000	13.760000	10.920000	13.100000	0.166125	0.000655	4.647078	5.915991	3.727772
105.764000	0.226428	word	she	151	6	38	1	0.000000	13.100000	13.760000	12.070000	0.226428	0.012053	1.500249	1.863895	1.598795
105.944000	0.287334	word	thought	152	6	39	1	1.000000	12.070000	13.100000	15.370000	0.287334	0.021723	1.138946	1.263919	1.311500
106.186000	0.168290	word	it	153	6	40	1	0.000000	15.370000	12.070000	13.020000	0.168290	0.016463	3.521044	4.006159	1.621285
106.308000	0.372976	word	over	154	6	41	1	0.000000	13.020000	15.370000	8.920000	0.372976	0.018549	4.197854	6.383994	5.740431
106.634000	0.716476	word	afterwards	155	6	42	1	1.000000	8.920000	13.020000	15.370000	0.716476	0.002197	3.749626	2.863357	2.907085
107.306000	0.141783	word	it	156	6	43	1	0.000000	15.370000	8.920000	9.388000	0.141783	0.019087	4.643690	3.864535	3.011331
107.402000	0.441102	word	occurred	157	6	44	1	1.000000	9.388000	15.370000	16.350000	0.441102	0.016224	1.450427	2.111245	1.445652
107.796000	0.165728	word	to	158	6	45	1	0.000000	16.350000	9.388000	13.300000	0.165728	0.000095	3.634987	3.687733	4.228391
107.916000	0.266197	word	her	159	6	46	1	0.000000	13.300000	16.350000	15.480000	0.266197	0.000001	2.296064	3.446700	2.374826
108.136000	0.220905	word	that	160	7	1	1	0.000000	15.480000	13.300000	13.100000	0.220905	0.000001	1.985676	3.858682	2.205711
108.512000	0.267854	word	she	161	7	2	1	0.000000	13.100000	15.480000	9.630000	0.267854	0.018372	2.013829	1.823464	2.449196
108.734000	0.282453	word	ought	162	7	3	1	0.000000	9.630000	13.100000	16.350000	0.282453	0.009756	3.150307	2.934901	4.331659
108.970000	0.216459	word	to	163	7	4	1	0.000000	16.350000	9.630000	14.920000	0.216459	0.015999	5.389928	6.003804	4.137817
109.140000	0.282616	word	have	164	7	5	1	0.000000	14.920000	16.350000	9.120000	0.282616	0.001813	0.001443	0.221759	2.133932
109.376000	0.381238	word	wondered	165	7	6	1	1.000000	9.120000	14.920000	14.500000	0.381238	0.000000	6.197854	7.016225	2.684967
109.712000	0.285456	word	at	166	7	7	1	0.000000	14.500000	9.120000	14.990000	0.285456	0.007633	5.644155	3.119816	4.563101
109.952000	0.369265	word	this	167	7	8	1	0.000000	14.990000	14.500000	14.570000	0.369265	0.013820	1.255200	1.108061	4.355428
110.274000	0.177701	word	but	168	8	1	1	0.000000	14.570000	14.990000	14.500000	0.177701	0.012424	7.130718	7.011123	8.307449
110.406000	0.273483	word	at	169	8	2	1	0.000000	14.500000	14.570000	16.960000	0.273483	0.006583	2.643683	4.226984	3.604315
110.634000	0.141782	word	the	170	8	3	1	0.000000	16.960000	14.500000	13.580000	0.141782	0.005751	1.470930	1.605347	4.776645
110.730000	0.525552	word	time	171	8	4	1	1.000000	13.580000	16.960000	15.370000	0.525552	0.000002	0.824340	0.797479	4.174589
111.210000	0.154222	word	it	172	8	5	1	0.000000	15.370000	13.580000	14.350000	0.154222	0.007844	3.719364	4.091801	1.689075
111.318000	0.197510	word	all	173	8	6	1	0.000000	14.350000	15.370000	10.540000	0.197510	0.003061	6.615587	6.587327	3.967821
111.468000	0.355513	word	seemed	174	8	7	1	1.000000	10.540000	14.350000	11.950000	0.355513	0.000213	1.908335	3.565787	1.879509
111.778000	0.290264	word	quite	175	8	8	1	1.000000	11.950000	10.540000	10.720000	0.290264	0.000083	2.701884	3.137494	4.325205
112.022000	0.663833	word	natural	176	8	9	1	1.000000	10.720000	11.950000	14.570000	0.663833	0.000483	2.404133	3.259244	4.891818
116.964000	0.097861	word	but	177	8	10	2	0.000000	14.570000	10.720000	13.760000	0.097861	0.000000	3.085978	4.102264	8.786775
117.078000	0.203659	word	when	178	8	11	2	0.000000	13.760000	14.570000	16.960000	0.203659	0.000000	6.103113	6.245371	4.633547
117.296000	0.087423	word	the	179	8	12	2	0.000000	16.960000	13.760000	8.660000	0.087423	0.000000	5.644155	2.800318	3.275187
117.398000	0.488135	word	Rabbit	180	8	13	2	1.000000	8.660000	16.960000	12.190000	0.488135	0.000000	1.664409	2.650659	4.356891
117.900000	0.488134	word	actually	181	8	14	2	1.000000	12.190000	8.660000	11.380000	0.488134	0.000000	4.042454	4.134063	3.225326
118.404000	0.356433	word	took	182	8	15	2	1.000000	11.380000	12.190000	16.180000	0.356433	0.000000	1.924277	2.720640	1.565185
118.870000	0.157449	word	a	183	8	16	2	0.000000	16.180000	11.380000	10.950000	0.157449	0.000000	1.884629	2.079356	4.355992
119.042000	0.543446	word	watch	184	8	17	2	1.000000	10.950000	16.180000	13.900000	0.543446	0.000000	1.624722	2.310541	3.891121
119.696000	0.205352	word	out	185	8	18	2	0.000000	13.900000	10.950000	16.210000	0.205352	0.000000	1.836020	2.513667	3.366057
119.916000	0.148692	word	of	186	8	19	2	0.000000	16.210000	13.900000	12.870000	0.148692	0.000000	3.776235	3.913910	2.138302
120.080000	0.180830	word	its	187	8	20	2	0.000000	12.870000	16.210000	4.078000	0.180830	0.000000	4.384214	4.320780	2.877161
120.276000	0.579413	word	waistcoat	188	8	21	2	1.000000	4.078000	12.870000	9.280000	0.579413	0.000000	3.825865	3.500953	2.892911
120.870000	0.740085	word	pocket	189	8	22	2	1.000000	9.280000	4.078000	16.190000	0.740085	0.000000	0.000000	0.000000	0.000000
122.122000	0.095663	word	and	190	8	23	2	0.000000	16.190000	9.280000	11.070000	0.095663	0.000000	3.383915	4.130262	8.748790
122.232000	0.310784	word	looked	191	8	24	2	1.000000	11.070000	16.190000	14.500000	0.310784	0.000000	3.571305	2.813812	1.972865
122.558000	0.198310	word	at	192	8	25	2	0.000000	14.500000	11.070000	15.370000	0.198310	0.000000	2.456639	3.446425	3.583526
122.772000	0.179319	word	it	193	8	26	2	0.000000	15.370000	14.500000	16.190000	0.179319	0.000000	2.633711	2.487058	1.328570
123.372000	0.090846	word	and	194	8	27	2	0.000000	16.190000	15.370000	13.470000	0.090846	0.000000	3.973425	4.211163	8.651967
123.478000	0.143109	word	then	195	8	28	2	0.000000	13.470000	16.190000	6.410000	0.143109	0.000000	2.927442	2.581387	3.779525
123.636000	0.375725	word	hurried	196	8	29	2	1.000000	6.410000	13.470000	15.080000	0.375725	0.000000	6.654918	5.339608	3.581556
124.026000	0.492789	word	on	197	8	30	2	0.000000	15.080000	6.410000	8.650000	0.492789	0.000000	4.505598	5.112316	6.776944
124.952000	0.464189	word	Alice	198	8	31	2	1.000000	8.650000	15.080000	11.500000	0.464189	0.000000	6.344584	5.803482	3.040640
125.432000	0.404324	word	started	199	8	32	2	1.000000	11.500000	8.650000	16.350000	0.404324	0.000000	1.228645	2.529139	1.745025
125.850000	0.176842	word	to	200	8	33	2	0.000000	16.350000	11.500000	13.300000	0.176842	0.000000	3.610238	4.281320	4.669503
126.042000	0.124159	word	her	201	8	34	2	0.000000	13.300000	16.350000	10.600000	0.124159	0.000000	6.938312	5.969394	7.302115
126.182000	0.349252	word	feet	202	8	35	2	1.000000	10.600000	13.300000	15.420000	0.349252	0.000000	2.001445	2.829824	4.338913
126.594000	0.202910	word	for	203	8	36	2	0.000000	15.420000	10.600000	15.370000	0.202910	0.000000	2.771963	2.458680	2.162849
126.810000	0.102156	word	it	204	8	37	2	0.000000	15.370000	15.420000	6.980000	0.102156	0.000000	2.230924	2.206561	1.142762
126.928000	0.393078	word	flashed	205	8	38	2	1.000000	6.980000	15.370000	11.040000	0.393078	0.000000	1.219912	1.341514	1.856967
127.336000	0.440243	word	across	206	8	39	2	0.000000	11.040000	6.980000	13.300000	0.440243	0.000000	3.166598	3.247821	3.831500
